Start,End,Antecedent,Consequent,Support,Confidence,Lift
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Idle Mean=bin0, Destination Port=443}",Total Length of Bwd Packets=bin0,2486,0.97,10.22
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Destination Port=443}",Total Length of Bwd Packets=bin0,2577,1.03,10.49
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin4, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,628,1.00,41.71
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,2422,0.94,10.20
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Total Backward Packets=bin0, Destination Port=443}",Total Length of Bwd Packets=bin0,2422,0.97,10.51
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,3319,1.00,7.91
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,3319,1.00,7.91
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin2, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,240,1.00,109.04
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin2, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,240,1.00,109.04
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin4, Idle Mean=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,411,0.99,63.47
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin4, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,411,1.00,63.78
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,2577,1.00,10.19
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Destination Port=443}",Total Length of Bwd Packets=bin0,3693,1.00,7.10
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443}",Total Length of Bwd Packets=bin0,629,1.00,41.65
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443}",Total Length of Bwd Packets=bin0,2499,0.97,10.18
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443}",Total Length of Bwd Packets=bin0,2577,1.00,10.18
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,616,0.91,38.64
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443}",Total Length of Bwd Packets=bin0,3321,1.00,7.90
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Total Backward Packets=bin0, Destination Port=443}",Total Length of Bwd Packets=bin0,3689,1.00,7.12
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Destination Port=443, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,3689,1.00,7.12
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Destination Port=443, Total Backward Packets=bin0, Flow Duration=bin2}",Total Length of Bwd Packets=bin0,344,1.00,76.17
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Flow Duration=bin4, Total Backward Packets=bin0, Destination Port=443}",Total Length of Bwd Packets=bin0,627,1.00,41.84
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Total Fwd Packets=bin0, Total Backward Packets=bin0, Destination Port=443}",Total Length of Bwd Packets=bin0,2577,1.00,10.19
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443}",Total Length of Bwd Packets=bin0,3691,1.00,7.11
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Destination Port=443}",Total Backward Packets=bin0,3692,1.00,7.10
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Flow Duration=bin4, Destination Port=443}",Total Backward Packets=bin0,628,0.99,41.58
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443}",Total Backward Packets=bin0,2423,0.94,10.18
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Destination Port=443}",Total Backward Packets=bin0,3690,1.00,7.11
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Destination IP=192.168.10.3, Total Backward Packets=bin0, PSH Flag Count=1}",Total Length of Bwd Packets=bin0,49,0.92,495.81
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1, Destination Port=80}",Total Backward Packets=bin0,4297,1.00,6.11
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1, Idle Mean=bin0, Destination Port=80}",Total Backward Packets=bin0,4201,0.98,6.11
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin1, Destination Port=80}",PSH Flag Count=1,97,0.91,245.59
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,7077,0.99,3.67
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, PSH Flag Count=1}",Total Length of Bwd Packets=bin0,7079,0.99,3.67
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0, Total Backward Packets=bin0, PSH Flag Count=1}",Total Length of Bwd Packets=bin0,7076,0.99,3.67
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1, Flow Duration=bin4}",Total Length of Bwd Packets=bin0,759,0.99,34.22
2017-07-07 03:30:00,2017-07-07 04:00:00,"{PSH Flag Count=1, Total Backward Packets=bin0, Idle Mean=bin0}",Total Length of Bwd Packets=bin0,6838,0.99,3.82
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, PSH Flag Count=1, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,5794,1.00,4.52
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, PSH Flag Count=1, Idle Mean=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,5794,1.00,4.52
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1, Flow Duration=bin4, Idle Mean=bin0}",Total Length of Bwd Packets=bin0,564,0.99,46.10
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, PSH Flag Count=1, Idle Mean=bin0}",Total Length of Bwd Packets=bin0,5678,0.97,4.51
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1, Idle Mean=bin0}",Total Length of Bwd Packets=bin0,6884,1.00,3.80
2017-07-07 03:30:00,2017-07-07 04:00:00,"{PSH Flag Count=1, Flow Duration=bin4, Total Fwd Packets=bin0}",Total Length of Bwd Packets=bin0,754,0.99,34.53
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, PSH Flag Count=1}",Total Length of Bwd Packets=bin0,748,0.99,34.81
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, PSH Flag Count=1, Destination Port=443}",Total Length of Bwd Packets=bin0,2467,1.00,10.62
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Flow Duration=bin4, PSH Flag Count=1, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,752,1.00,34.85
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Flow Duration=bin4, Total Backward Packets=bin0, PSH Flag Count=1}",Total Length of Bwd Packets=bin0,752,0.99,34.71
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, PSH Flag Count=1, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,5675,0.98,4.52
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, PSH Flag Count=1, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,5675,0.98,4.52
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,7171,1.00,3.66
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,7171,1.00,3.66
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1}",Total Length of Bwd Packets=bin0,7173,1.00,3.65
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1, Destination Port=443}",Total Backward Packets=bin0,2466,0.99,10.57
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1, Flow Duration=bin4, Idle Mean=bin0}",Total Backward Packets=bin0,562,0.99,46.10
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, PSH Flag Count=1, Idle Mean=bin0}",Total Backward Packets=bin0,5672,0.97,4.51
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1, Idle Mean=bin0}",Total Backward Packets=bin0,6879,1.00,3.80
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1}",Total Backward Packets=bin0,7175,1.00,3.65
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Destination IP=192.83.254.182, Active Mean=bin0, Total Length of Fwd Packets=bin0, Destination Port=443}",PSH Flag Count=1,14,0.93,1751.87
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Length of Fwd Packets=bin0, Idle Mean=bin0, Total Backward Packets=bin1}",PSH Flag Count=1,16,0.94,1545.76
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin2}",Destination Port=443,226,1.00,7.05
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin1, Total Length of Fwd Packets=bin0, Idle Mean=bin0}",PSH Flag Count=1,138,0.91,172.88
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, Active Mean=bin0, PSH Flag Count=1, Flow Duration=bin4}",Total Length of Bwd Packets=bin0,739,0.98,34.81
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, PSH Flag Count=1}",Total Length of Bwd Packets=bin0,739,0.99,35.13
2017-07-07 03:30:00,2017-07-07 04:00:00,"{PSH Flag Count=1, Total Length of Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443}",Total Backward Packets=bin0,2175,0.99,11.97
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, PSH Flag Count=1, Total Length of Fwd Packets=bin0}",Total Backward Packets=bin0,5670,0.97,4.51
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1, Total Length of Fwd Packets=bin0}",Total Backward Packets=bin0,7154,1.00,3.66
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1, Flow Duration=bin1, Total Length of Fwd Packets=bin0}",Total Backward Packets=bin0,157,0.99,165.27
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, Total Fwd Packets=bin0, Flow Duration=bin4, PSH Flag Count=1}",Total Backward Packets=bin0,744,0.99,35.13
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin1, Idle Mean=bin0}",PSH Flag Count=1,137,0.91,174.03
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, PSH Flag Count=1}",Total Backward Packets=bin0,90,0.99,288.77
2017-07-07 03:30:00,2017-07-07 04:00:00,"{PSH Flag Count=1, Flow Duration=bin4, Total Fwd Packets=bin0}",Total Backward Packets=bin0,757,0.99,34.53
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, PSH Flag Count=1, Idle Mean=bin0, Destination Port=443}",Total Backward Packets=bin0,2191,1.00,11.98
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Fwd Packets=bin0, Idle Mean=bin0, Destination Port=443, Total Backward Packets=bin0}",PSH Flag Count=1,2191,3.22,38.64
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Flow Duration=bin0, Active Mean=bin0, Total Fwd Packets=bin0, PSH Flag Count=1}",Total Backward Packets=bin0,5676,0.97,4.51
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, PSH Flag Count=1, Total Fwd Packets=bin0}",Total Backward Packets=bin0,7169,1.00,3.66
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Fwd Packets=bin0}",Total Backward Packets=bin0,10432,1.00,2.51
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Total Backward Packets=bin0, Idle Mean=bin0}",Flow Duration=bin0,8082,0.98,3.18
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0}",Total Backward Packets=bin0,8072,1.00,3.25
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0, Total Backward Packets=bin0}",Flow Duration=bin0,8072,0.98,3.19
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0}",Total Backward Packets=bin0,8078,1.00,3.26
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0}",Total Length of Bwd Packets=bin0,8043,1.00,3.25
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,10458,1.00,2.51
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Flow Duration=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,8053,1.00,3.25
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,10434,1.00,2.51
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,10434,1.00,2.51
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0}",Total Length of Bwd Packets=bin0,8226,1.00,3.18
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0}",Total Length of Bwd Packets=bin0,8221,1.00,3.19
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,2361,0.92,10.19
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Total Fwd Packets=bin0, Idle Mean=bin0}",Flow Duration=bin0,8082,0.98,3.18
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Idle Mean=bin0}",Flow Duration=bin0,8072,0.98,3.19
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin0}",Total Backward Packets=bin0,8068,1.00,3.25
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Total Backward Packets=bin0, Idle Mean=bin0}",Total Length of Bwd Packets=bin0,8226,1.00,3.18
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,8226,1.00,3.18
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",Flow Duration=bin0,8082,0.98,3.18
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Idle Mean=bin0}",Total Length of Bwd Packets=bin0,8072,1.00,3.25
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Idle Mean=bin0, Total Length of Bwd Packets=bin0}",Flow Duration=bin0,8072,0.98,3.19
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0}",Total Length of Bwd Packets=bin0,8082,1.00,3.26
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,8068,1.00,3.25
2017-07-07 03:30:00,2017-07-07 04:00:00,"{ACK Flag Count=1, Active Mean=bin0, Flow Duration=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,8068,1.00,3.25
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, Total Fwd Packets=bin0, Destination IP=192.168.10.3, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,6268,1.00,4.19
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, SYN Flag Count=1, Total Backward Packets=bin0, Destination Port=443}",Total Length of Bwd Packets=bin0,367,0.98,70.26
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, SYN Flag Count=1, Idle Mean=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,1021,0.99,25.59
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Total Length of Fwd Packets=bin0, Total Fwd Packets=bin0, SYN Flag Count=1, Total Length of Bwd Packets=bin0}",Total Backward Packets=bin0,1239,1.00,21.17
2017-07-07 03:30:00,2017-07-07 04:00:00,"{SYN Flag Count=1, Idle Mean=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,1046,1.00,25.05
2017-07-07 03:30:00,2017-07-07 04:00:00,"{SYN Flag Count=1, Flow Duration=bin4, Idle Mean=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,68,0.96,370.11
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,1487,1.00,17.65
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3, Idle Mean=bin0}",Total Backward Packets=bin0,90,0.99,288.77
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Fwd Packets=bin0, Flow Duration=bin3}",Total Backward Packets=bin0,1489,1.00,17.64
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin3, Total Length of Fwd Packets=bin0}",Total Backward Packets=bin0,1488,1.00,17.62
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Idle Mean=bin0, Destination Port=80}",Flow Duration=bin0,6483,0.93,3.78
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Length of Fwd Packets=bin0, Idle Mean=bin0, Destination Port=80}",Flow Duration=bin0,6471,0.93,3.78
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Destination Port=80, Total Length of Fwd Packets=bin0, Idle Mean=bin0, Total Backward Packets=bin0}",Total Length of Bwd Packets=bin0,6934,1.00,3.79
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Total Length of Fwd Packets=bin0, Destination Port=80}",Total Backward Packets=bin0,7919,1.00,3.32
2017-07-07 03:30:00,2017-07-07 04:00:00,"{Active Mean=bin0, Flow Duration=bin1, Total Length of Fwd Packets=bin0, Destination Port=80}",Total Backward Packets=bin0,109,0.98,236.74
